user_id,creation_time,last_session_creation_time,opted_in_to_mailing_list,enabled_for_marketing_drip,org_id,invited_by_user_id,cs_ORG_INVITE,cs_PERSONAL_PROJECTS,cs_SIGNUP,cs_SIGNUP_GOOGLE_AUTH,in_org,num_invited
3009,2012-09-12 11:12:48,2012-10-06 11:12:48,0,0,271,0,0,0,1,0,1,4
3010,2013-05-13 00:53:05,,0,0,256,0,0,1,0,0,1,0
3011,2012-09-03 07:45:02,,0,0,243,3011,1,0,0,0,1,2
3012,2013-03-11 16:15:29,2013-03-12 16:15:29,1,1,227,4908,1,0,0,0,1,0
3013,2012-12-13 06:22:24,2012-12-14 06:22:24,0,0,20,0,0,1,0,0,1,1
3014,2014-03-05 19:46:39,2014-05-29 19:46:39,0,0,291,5101,1,0,0,0,1,0
3015,2013-04-20 01:46:27,2013-04-20 01:46:27,0,0,86,0,0,1,0,0,1,0
3016,2013-01-26 13:21:25,2013-01-27 13:21:25,0,0,76,0,0,0,0,1,1,0
3017,2013-04-30 22:22:40,2014-05-24 22:22:40,1,0,235,0,0,0,1,0,1,1
3018,2013-12-11 08:18:40,2014-05-25 08:18:40,0,1,214,1672,1,0,0,0,1,0
3019,2013-04-26 23:40:26,2013-04-26 23:40:26,0,0,203,5975,1,0,0,0,1,0
3020,2014-05-18 12:45:01,2014-05-20 12:45:01,1,1,54,6723,1,0,0,0,1,0
3021,2014-04-29 11:32:57,2014-04-29 11:32:57,0,0,86,8475,1,0,0,0,1,0
3022,2014-05-18 06:43:55,,0,0,249,0,0,0,1,0,1,0
3023,2012-06-04 23:03:57,2012-06-04 23:03:57,0,0,224,0,0,1,0,0,1,5
3024,2013-05-10 11:00:37,2013-05-11 11:00:37,0,0,397,0,0,0,1,0,1,1
3025,2013-12-09 21:45:56,2014-05-25 21:45:56,0,0,278,0,0,1,0,0,1,0
3026,2014-01-01 20:58:05,2014-05-22 20:58:05,0,0,28,589,1,0,0,0,1,0
3027,2013-09-25 02:00:10,2013-10-18 02:00:10,0,0,1,3870,0,0,0,0,1,0
3028,2013-06-02 22:14:22,2014-05-31 22:14:22,0,0,337,0,0,0,1,0,1,0
3029,2013-02-15 15:49:47,2013-02-15 15:49:47,1,0,40,0,0,0,1,0,1,0
3030,2012-07-08 20:45:17,2012-07-08 20:45:17,0,0,75,0,0,0,1,0,1,4
3031,2014-03-02 15:10:05,,0,0,157,0,0,1,0,0,1,0
3032,2013-07-25 16:58:57,2014-05-29 16:58:57,0,0,387,0,0,1,0,0,1,0
3033,2014-05-05 06:17:40,2014-05-12 06:17:40,1,0,150,11435,0,0,0,0,1,0
3034,2013-12-10 02:52:54,2013-12-10 02:52:54,0,0,8,0,0,0,1,0,1,0
3035,2013-06-08 02:03:53,2013-06-09 02:03:53,0,0,239,5978,0,0,0,0,1,0
3036,2014-03-12 01:01:57,2014-06-01 01:01:57,0,0,154,0,0,1,0,0,1,0
3037,2012-09-26 18:14:30,2012-09-26 18:14:30,0,0,17,0,0,0,0,1,1,1
3038,2013-09-28 04:07:48,2013-09-28 04:07:48,0,0,91,11032,0,0,0,0,1,0
3039,2013-11-17 07:06:09,2014-03-25 07:06:09,0,0,3,10773,0,0,0,0,1,0
3040,2014-03-29 05:38:51,,1,0,90,4934,0,0,0,0,1,0
3041,2013-04-14 15:48:37,2013-04-15 15:48:37,0,0,2,0,0,0,1,0,1,0
3042,2013-11-18 00:41:47,,0,0,334,0,0,1,0,0,1,0
3043,2013-04-12 21:46:27,,0,0,40,7389,0,0,0,0,1,1
3044,2014-04-10 09:30:29,2014-04-11 09:30:29,1,0,138,0,0,1,0,0,1,0
3045,2013-01-16 01:55:47,2013-01-16 01:55:47,0,0,128,8468,1,0,0,0,1,0
3046,2012-07-22 18:39:55,2013-05-27 18:39:55,1,1,145,7170,1,0,0,0,1,2
3047,2014-02-14 18:04:26,2014-02-15 18:04:26,0,0,335,1261,1,0,0,0,1,0
3048,2012-10-06 02:49:35,,1,0,272,0,0,1,0,0,1,0
3049,2013-10-04 21:23:09,,1,0,364,0,0,1,0,0,1,0
3050,2014-05-11 22:04:03,,1,0,6,4302,0,0,0,0,1,0
3051,2013-06-11 08:16:36,,0,1,38,5295,0,0,0,0,1,0
3052,2013-07-30 14:07:44,2013-11-15 14:07:44,1,1,27,0,0,1,0,0,1,0
3053,2013-04-19 15:41:49,2013-10-26 15:41:49,0,0,206,6035,0,0,0,0,1,0
3054,2014-02-09 19:03:41,2014-02-10 19:03:41,0,0,5,10287,1,0,0,0,1,0
3055,2013-08-14 03:48:03,2013-08-15 03:48:03,0,0,54,9281,1,0,0,0,1,0
3056,2013-04-29 22:29:09,,0,0,77,10838,1,0,0,0,1,0
3057,2013-08-10 01:54:21,2013-08-10 01:54:21,0,0,124,4327,1,0,0,0,1,0
3058,2013-01-07 23:07:53,,1,1,74,1083,1,0,0,0,1,1
3059,2013-12-27 07:33:08,2013-12-31 07:33:08,0,0,171,2139,1,0,0,0,1,0
3060,2013-03-10 01:22:26,2013-04-05 01:22:26,1,1,32,3740,0,0,0,0,1,1
3061,2013-05-01 23:16:52,2013-05-02 23:16:52,0,0,158,3515,1,0,0,0,1,0
3062,2012-08-19 08:55:14,,0,1,159,0,0,1,0,0,1,6
3063,2014-03-26 01:22:32,2014-05-15 01:22:32,0,0,130,0,0,0,1,0,1,0
3064,2012-08-19 03:21:52,2012-08-19 03:21:52,0,0,104,0,0,0,0,1,1,4
3065,2012-08-26 06:38:44,2012-08-26 06:38:44,1,1,228,3065,1,0,0,0,1,2
3066,2012-08-06 09:11:02,2014-06-04 09:11:02,0,0,162,11297,0,0,0,0,1,0
3067,2012-08-01 12:23:35,2014-06-03 12:23:35,1,0,390,0,0,0,1,0,1,0
3068,2012-06-11 08:25:01,,0,0,406,6519,1,0,0,0,1,4
3069,2014-01-11 00:28:39,2014-04-05 00:28:39,1,0,94,1525,0,0,0,0,1,0
3070,2014-01-27 03:20:46,2014-01-27 03:20:46,0,0,136,0,0,0,1,0,1,0
3071,2012-09-02 08:56:45,2013-07-02 08:56:45,0,0,7,0,0,1,0,0,1,2
3072,2013-04-03 02:26:56,2013-04-04 02:26:56,1,1,392,0,0,0,1,0,1,0
3073,2013-06-18 05:15:09,2013-07-13 05:15:09,1,1,137,0,0,0,1,0,1,0
3074,2014-01-29 14:23:11,2014-01-29 14:23:11,0,0,129,2042,0,0,0,0,1,0
3075,2013-05-16 00:03:09,2013-05-17 00:03:09,0,0,39,6890,1,0,0,0,1,0
3076,2014-03-01 05:53:02,2014-05-25 05:53:02,0,0,281,0,0,0,0,1,1,0
3077,2012-06-27 18:39:16,2012-08-31 18:39:16,0,0,14,9226,1,0,0,0,1,4
3078,2013-05-01 03:47:12,2013-05-02 03:47:12,1,0,12,0,0,1,0,0,1,0
3079,2014-03-18 08:47:45,2014-03-20 08:47:45,1,0,8,5507,1,0,0,0,1,0
3080,2014-01-27 05:14:17,2014-06-04 05:14:17,0,0,240,0,0,0,1,0,1,0
3081,2013-02-07 03:00:57,2013-06-24 03:00:57,1,0,213,7696,1,0,0,0,1,0
3082,2012-08-20 01:57:25,2012-08-24 01:57:25,0,0,282,10163,0,0,0,0,1,2
3083,2012-11-04 06:09:40,2012-12-25 06:09:40,0,1,204,0,0,1,0,0,1,0
3084,2013-05-03 07:07:41,2013-05-03 07:07:41,0,0,3,3550,1,0,0,0,1,0
3085,2013-03-08 04:59:08,,0,0,132,2559,1,0,0,0,1,0
3086,2013-04-10 12:30:42,,0,0,320,3763,0,0,0,0,1,0
3087,2013-05-03 14:52:35,2014-05-29 14:52:35,0,0,13,600,0,0,0,0,1,0
3088,2014-01-24 22:00:20,2014-01-24 22:00:20,0,0,320,0,0,0,1,0,1,0
3089,2013-05-20 15:00:24,,0,0,13,8982,1,0,0,0,1,0
3090,2013-04-05 21:07:16,,0,0,38,0,0,1,0,0,1,0
3091,2013-03-13 15:21:32,2013-03-13 15:21:32,1,1,120,6316,0,0,0,0,1,0
3092,2012-12-27 16:21:20,2012-12-30 16:21:20,1,1,10,0,0,0,0,1,1,0
3093,2013-01-02 18:14:08,2014-05-21 18:14:08,0,0,1,10368,1,0,0,0,1,0
3094,2014-02-03 16:12:29,,1,1,4,5206,1,0,0,0,1,0
3095,2013-01-27 18:46:41,2013-01-27 18:46:41,0,0,55,7882,0,0,0,0,1,0
3096,2012-06-08 12:16:53,2012-06-08 12:16:53,1,0,263,0,0,0,1,0,1,6
3097,2013-08-24 18:39:09,2013-08-25 18:39:09,0,0,3,4906,1,0,0,0,1,0
3098,2013-08-08 04:16:14,2013-08-24 04:16:14,1,1,176,10127,1,0,0,0,1,0
3099,2013-07-10 16:42:09,,0,0,49,0,0,1,0,0,1,0
3100,2013-12-13 13:39:48,2014-05-30 13:39:48,0,0,271,0,0,1,0,0,1,0
3101,2013-05-05 14:57:53,,0,0,188,0,0,1,0,0,1,0
3102,2013-02-15 20:14:30,2013-04-21 20:14:30,1,1,157,10194,0,0,0,0,1,0
3103,2014-05-07 23:56:24,,1,0,117,11267,0,0,0,0,1,0
3104,2013-11-22 19:02:46,,0,0,7,9997,1,0,0,0,1,0
3105,2013-01-27 12:37:53,2013-01-27 12:37:53,0,0,42,0,0,0,0,1,1,0
3106,2014-04-02 15:10:41,2014-04-04 15:10:41,0,0,99,0,0,0,1,0,1,0
3107,2013-03-29 16:39:05,2013-03-29 16:39:05,0,0,56,0,0,0,1,0,1,0
3108,2013-06-01 02:47:47,2013-06-01 02:47:47,1,0,11,0,0,0,0,1,1,0
3109,2014-04-12 12:27:43,2014-04-13 12:27:43,0,0,206,7211,1,0,0,0,1,0
3110,2014-03-14 01:32:16,2014-03-14 01:32:16,0,0,370,0,0,0,1,0,1,0
3111,2013-12-24 20:44:03,2013-12-25 20:44:03,0,0,348,0,0,1,0,0,1,0
3112,2013-01-14 23:22:37,2014-06-01 23:22:37,0,0,301,3261,1,0,0,0,1,0
3113,2012-08-11 06:42:53,2014-06-03 06:42:53,0,0,231,510,1,0,0,0,1,0
3114,2012-08-08 00:20:02,,0,0,14,7825,0,0,0,0,1,1
3115,2014-05-27 17:09:20,,0,0,8,5507,0,0,0,0,1,0
3116,2013-12-10 00:20:15,2013-12-10 00:20:15,0,0,10,7849,1,0,0,0,1,0
3117,2013-07-06 00:49:23,2013-07-06 00:49:23,0,0,317,8280,1,0,0,0,1,0
3118,2014-04-02 11:48:17,2014-04-02 11:48:17,0,0,7,4506,1,0,0,0,1,0
3119,2013-11-28 04:37:26,2013-11-28 04:37:26,0,0,339,1084,1,0,0,0,1,0
3120,2014-04-21 18:52:25,2014-04-22 18:52:25,0,0,110,0,0,0,1,0,1,0
3121,2014-04-03 16:46:05,2014-04-03 16:46:05,0,0,5,4596,1,0,0,0,1,0
3122,2012-09-08 03:26:05,2012-09-11 03:26:05,0,0,27,1806,1,0,0,0,1,2
3123,2013-01-06 03:20:05,2013-01-07 03:20:05,0,0,27,0,0,0,0,1,1,0
3124,2012-07-23 23:15:55,2012-08-15 23:15:55,0,0,75,0,0,0,1,0,1,1
3125,2012-10-05 01:38:04,2012-11-23 01:38:04,0,0,155,7692,1,0,0,0,1,1
3126,2013-02-04 12:42:09,2013-02-04 12:42:09,0,0,4,0,0,0,1,0,1,0
3127,2013-02-14 02:10:23,,1,0,2,7205,1,0,0,0,1,0
3128,2014-04-22 21:37:56,,0,0,377,5008,1,0,0,0,1,0
3129,2013-06-12 15:02:52,2013-06-12 15:02:52,1,0,100,10741,1,0,0,0,1,0
3130,2013-07-26 21:01:27,2013-08-01 21:01:27,0,0,10,2039,1,0,0,0,1,0
3131,2013-10-16 14:14:58,2013-10-16 14:14:58,0,0,402,121,0,0,0,0,1,0
3132,2013-04-02 09:08:39,,0,0,146,3132,1,0,0,0,1,1
3133,2013-01-01 23:33:29,2013-01-28 23:33:29,0,0,362,10572,1,0,0,0,1,0
3134,2013-05-29 18:04:00,2013-05-29 18:04:00,0,1,58,1864,1,0,0,0,1,0
3135,2012-08-01 15:36:54,,0,0,239,11430,0,0,0,0,1,2
3136,2013-08-27 19:51:47,2013-08-28 19:51:47,1,0,23,2242,1,0,0,0,1,0
3137,2012-12-04 09:07:15,2014-06-03 09:07:15,0,0,284,0,0,0,0,1,1,2
3138,2013-03-21 20:31:57,2013-03-23 20:31:57,1,0,82,0,0,0,1,0,1,1
3139,2012-08-21 17:13:38,2014-05-29 17:13:38,0,0,406,6891,1,0,0,0,1,2
3140,2014-01-07 02:33:23,2014-01-24 02:33:23,0,0,406,10184,0,0,0,0,1,0
3141,2013-08-02 20:20:49,2013-08-03 20:20:49,1,0,307,7836,0,0,0,0,1,0
3142,2013-11-23 02:19:14,2013-11-24 02:19:14,0,0,0,7091,1,0,0,0,0,0
3143,2014-01-23 02:52:37,,0,0,187,7189,1,0,0,0,1,0
3144,2014-03-12 01:46:02,,0,0,109,0,0,0,1,0,1,0
3145,2013-11-20 19:38:13,2014-06-04 19:38:13,1,0,209,11836,1,0,0,0,1,0
3146,2013-05-19 12:13:04,2013-05-21 12:13:04,0,0,173,0,0,0,1,0,1,0
3147,2014-02-26 19:23:05,2014-02-26 19:23:05,1,1,41,0,0,0,0,1,1,0
3148,2013-01-22 12:21:05,,0,0,33,0,0,1,0,0,1,0
3149,2014-03-19 05:14:23,,0,0,31,9301,1,0,0,0,1,0
3150,2014-01-08 20:51:06,2014-01-08 20:51:06,0,0,225,0,0,1,0,0,1,0
3151,2013-03-21 00:56:17,,0,0,174,9607,1,0,0,0,1,0
3152,2013-02-15 07:40:36,,0,0,73,0,0,1,0,0,1,0
3153,2012-10-24 07:01:25,2012-11-05 07:01:25,0,0,2,0,0,0,1,0,1,2
3154,2014-04-28 17:12:11,2014-05-03 17:12:11,1,0,177,9589,1,0,0,0,1,0
3155,2012-07-13 01:53:23,2012-07-16 01:53:23,0,0,390,0,0,0,0,1,1,3
3156,2012-07-03 09:52:25,,1,1,225,0,0,0,1,0,1,1
3157,2013-06-20 04:58:10,,0,0,9,0,0,1,0,0,1,0
3158,2013-08-15 19:59:14,2013-08-15 19:59:14,0,0,105,9231,1,0,0,0,1,0
3159,2013-12-26 11:06:25,2014-01-18 11:06:25,0,0,49,11391,1,0,0,0,1,0
3160,2012-12-08 20:17:21,2014-05-25 20:17:21,0,0,14,0,0,0,1,0,1,0
3161,2013-04-22 19:07:58,,0,0,307,0,0,1,0,0,1,0
3162,2014-03-03 05:47:42,2014-03-04 05:47:42,0,0,18,4635,0,0,0,0,1,0
3163,2013-07-28 03:36:22,2014-06-02 03:36:22,1,0,287,0,0,0,1,0,1,0
3164,2014-05-02 01:34:49,2014-05-04 01:34:49,0,0,30,0,0,0,1,0,1,0
3165,2014-05-16 12:11:53,,0,0,239,5978,0,0,0,0,1,0
3166,2014-05-11 18:50:20,2014-05-14 18:50:20,1,0,0,4615,1,0,0,0,0,0
3167,2012-08-06 23:09:36,2012-08-06 23:09:36,0,0,4,0,0,0,0,1,1,2
3168,2014-02-14 23:53:17,2014-02-14 23:53:17,1,1,283,0,0,0,0,1,1,0
3169,2014-05-17 02:33:53,,0,0,26,0,0,1,0,0,1,0
3170,2014-05-12 09:07:50,,0,0,380,7950,0,0,0,0,1,0
3171,2013-06-25 22:33:13,2013-06-27 22:33:13,0,0,145,0,0,0,1,0,1,1
3172,2013-12-05 00:49:26,2013-12-08 00:49:26,0,0,97,0,0,0,1,0,1,0
3173,2013-10-14 11:19:15,,0,0,135,0,0,1,0,0,1,0
3174,2014-03-30 13:24:41,,1,1,6,8634,1,0,0,0,1,0
3175,2012-07-12 00:53:11,2014-06-04 00:53:11,0,0,260,8817,0,0,0,0,1,6
3176,2013-04-22 04:16:14,2013-04-22 04:16:14,0,0,45,0,0,0,1,0,1,0
3177,2014-04-08 04:24:22,2014-04-10 04:24:22,0,0,224,0,0,1,0,0,1,0
3178,2014-04-11 22:49:05,2014-05-26 22:49:05,1,1,225,7590,0,0,0,0,1,0
3179,2014-02-10 08:50:57,2014-02-20 08:50:57,1,0,277,0,0,0,0,1,1,0
3180,2013-04-20 22:14:24,2014-06-04 22:14:24,1,1,213,0,0,1,0,0,1,2
3181,2014-03-03 12:07:26,,0,0,298,0,0,0,1,0,1,0
3182,2014-03-16 01:37:34,,0,0,377,4435,1,0,0,0,1,0
3183,2014-03-19 21:42:07,2014-05-31 21:42:07,0,0,15,0,0,0,1,0,1,0
3184,2013-05-26 13:17:19,2013-05-26 13:17:19,0,0,233,2447,0,0,0,0,1,0
3185,2013-08-20 14:06:04,2014-05-26 14:06:04,0,0,284,8220,1,0,0,0,1,1
3186,2013-03-07 08:48:24,2013-03-11 08:48:24,0,0,7,0,0,0,1,0,1,0
3187,2014-04-02 07:34:25,2014-04-02 07:34:25,0,0,17,0,0,0,0,1,1,0
3188,2013-07-08 00:46:10,2013-07-09 00:46:10,0,0,330,3928,1,0,0,0,1,1
3189,2014-01-21 00:28:28,,0,0,135,0,0,1,0,0,1,0
3190,2014-01-10 21:51:06,2014-01-10 21:51:06,0,0,167,0,0,0,0,1,1,0
3191,2012-10-03 08:30:30,2012-10-07 08:30:30,0,0,247,1804,0,0,0,0,1,2
3192,2012-06-25 01:58:19,2012-06-26 01:58:19,1,1,353,8738,0,0,0,0,1,5
3193,2012-11-07 16:07:28,2014-05-21 16:07:28,0,0,211,0,0,0,0,1,1,2
3194,2013-09-14 06:47:15,2013-12-16 06:47:15,1,0,4,0,0,0,0,1,1,0
3195,2013-07-09 11:43:50,2013-07-11 11:43:50,1,1,107,7947,0,0,0,0,1,0
3196,2012-11-21 18:12:00,,1,0,4,3840,0,0,0,0,1,0
3197,2013-11-08 00:24:32,2013-11-08 00:24:32,0,1,401,0,0,0,0,1,1,0
3198,2014-05-29 20:26:28,2014-05-30 20:26:28,0,0,308,4738,1,0,0,0,1,0
3199,2014-05-27 12:56:38,2014-05-27 12:56:38,0,0,334,0,0,0,0,1,1,0
3200,2014-05-24 17:31:04,,0,0,66,4574,0,0,0,0,1,0
3201,2013-07-29 23:40:35,2013-09-11 23:40:35,0,0,329,0,0,0,0,1,1,0
3202,2014-02-28 08:00:59,2014-02-28 08:00:59,0,0,218,2998,1,0,0,0,1,0
3203,2014-04-10 07:36:38,2014-06-04 07:36:38,0,0,241,4689,0,0,0,0,1,0
3204,2013-04-05 01:27:26,2014-05-29 01:27:26,0,0,33,3721,1,0,0,0,1,0
3205,2014-03-18 15:04:52,2014-04-09 15:04:52,0,0,131,8554,1,0,0,0,1,0
3206,2013-07-01 23:02:27,2013-07-02 23:02:27,0,0,62,11067,1,0,0,0,1,0
3207,2013-02-11 04:33:55,2013-05-02 04:33:55,1,0,83,8074,0,0,0,0,1,0
3208,2013-03-09 02:18:11,2013-03-11 02:18:11,0,0,81,6312,1,0,0,0,1,1
3209,2013-08-24 22:09:09,2013-08-27 22:09:09,0,0,287,0,0,0,0,1,1,0
3210,2014-05-05 01:15:24,2014-05-05 01:15:24,1,0,209,0,0,0,1,0,1,0
3211,2013-03-19 23:00:40,2013-03-19 23:00:40,0,0,128,8405,1,0,0,0,1,0
3212,2012-07-26 22:08:29,2012-07-28 22:08:29,1,0,22,9703,1,0,0,0,1,3
3213,2013-04-11 19:28:27,2013-04-11 19:28:27,1,1,8,7174,0,0,0,0,1,0
3214,2013-02-20 03:31:36,2013-02-22 03:31:36,0,0,264,3918,1,0,0,0,1,0
3215,2014-05-28 07:04:45,,0,0,348,0,0,1,0,0,1,0
3216,2013-11-01 10:03:42,2013-11-21 10:03:42,0,0,18,0,0,0,0,1,1,0
3217,2013-02-01 15:30:34,2014-05-24 15:30:34,0,0,70,8207,1,0,0,0,1,0
3218,2013-04-08 20:24:19,2013-04-08 20:24:19,0,0,68,7122,1,0,0,0,1,0
3219,2014-05-21 08:10:41,,0,0,94,10071,1,0,0,0,1,0
3220,2013-04-11 18:37:17,2013-05-06 18:37:17,1,0,225,0,0,0,1,0,1,0
3221,2012-08-23 11:10:27,,0,0,12,5204,1,0,0,0,1,2
3222,2013-03-31 06:14:26,2013-04-05 06:14:26,0,0,31,0,0,0,0,1,1,0
3223,2012-10-10 21:21:10,,0,1,28,5102,0,0,0,0,1,0
3224,2013-11-06 12:47:57,,1,1,129,1199,1,0,0,0,1,0
3225,2012-07-15 12:24:49,,0,0,19,7879,1,0,0,0,1,4
3226,2012-09-19 04:55:39,2014-05-27 04:55:39,1,0,74,0,0,0,1,0,1,0
3227,2012-07-02 10:19:55,2012-07-02 10:19:55,0,0,167,3227,0,0,0,0,1,5
3228,2012-09-13 02:14:04,2012-09-13 02:14:04,0,0,332,0,0,0,0,1,1,0
3229,2014-04-11 03:45:44,2014-04-12 03:45:44,1,0,14,0,0,0,1,0,1,0
3230,2013-04-18 12:09:28,,0,0,23,0,0,1,0,0,1,0
3231,2012-12-31 18:00:32,2013-01-01 18:00:32,0,0,0,2136,1,0,0,0,0,0
3232,2013-04-18 20:43:01,2014-06-04 20:43:01,0,0,240,9510,1,0,0,0,1,0
3233,2012-07-31 12:16:59,2012-07-31 12:16:59,0,0,342,1953,0,0,0,0,1,6
3234,2012-10-15 09:06:31,2012-10-16 09:06:31,0,0,18,3940,0,0,0,0,1,1
3235,2013-08-24 05:00:34,2014-05-30 05:00:34,1,1,136,0,0,0,1,0,1,0
3236,2014-05-23 04:40:35,2014-05-23 04:40:35,0,0,190,10599,0,0,0,0,1,0
3237,2013-02-12 00:21:36,,0,0,314,8139,0,0,0,0,1,0
3238,2014-03-13 14:56:09,2014-05-28 14:56:09,0,1,338,5195,1,0,0,0,1,0
3239,2013-05-01 23:50:16,2014-05-27 23:50:16,0,0,200,4430,0,0,0,0,1,0
3240,2012-09-13 05:17:33,2012-09-20 05:17:33,0,0,339,1084,1,0,0,0,1,1
3241,2012-09-08 18:41:24,,0,0,37,0,0,1,0,0,1,0
3242,2014-04-24 18:35:31,2014-04-25 18:35:31,1,1,101,0,0,1,0,0,1,0
3243,2012-12-12 21:45:18,2012-12-13 21:45:18,0,0,242,4426,0,0,0,0,1,3
3244,2013-03-17 14:49:36,2014-06-04 14:49:36,1,0,16,9006,1,0,0,0,1,0
3245,2013-10-09 07:48:29,2013-10-10 07:48:29,0,0,85,0,0,0,0,1,1,0
3246,2012-06-06 14:10:34,,1,0,5,0,0,1,0,0,1,4
3247,2012-09-09 05:24:34,,1,0,11,2739,1,0,0,0,1,4
3248,2013-11-21 18:24:20,2013-11-24 18:24:20,0,0,7,11005,1,0,0,0,1,0
3249,2013-03-01 17:05:22,2013-03-04 17:05:22,1,1,107,6618,1,0,0,0,1,0
3250,2013-01-06 22:31:57,2013-01-08 22:31:57,0,0,0,3551,1,0,0,0,0,0
3251,2013-05-16 18:59:39,2013-05-16 18:59:39,0,0,103,0,0,0,1,0,1,0
3252,2012-10-04 20:24:39,2012-10-05 20:24:39,0,0,305,0,0,0,1,0,1,2
3253,2014-02-19 03:36:00,2014-02-19 03:36:00,0,1,61,3776,0,0,0,0,1,0
3254,2012-09-17 01:21:39,2012-09-20 01:21:39,0,0,53,3254,1,0,0,0,1,1
3255,2014-03-08 05:33:17,2014-03-08 05:33:17,0,0,1,0,0,0,1,0,1,0
3256,2013-11-27 04:11:56,2013-11-30 04:11:56,0,0,76,0,0,0,0,1,1,0
3257,2012-08-18 07:15:47,2012-08-18 07:15:47,1,1,107,7947,1,0,0,0,1,4
3258,2012-11-27 11:08:59,2012-11-28 11:08:59,0,0,80,3258,0,0,0,0,1,2
3259,2013-06-28 06:36:58,,1,1,0,7114,0,0,0,0,0,0
3260,2014-05-19 23:52:48,2014-05-19 23:52:48,0,0,128,4612,1,0,0,0,1,0
3261,2012-07-20 13:19:22,2012-07-24 13:19:22,0,0,301,3261,1,0,0,0,1,8
3262,2013-11-16 18:02:15,2013-11-19 18:02:15,0,0,109,6805,1,0,0,0,1,0
3263,2013-02-05 02:11:18,2013-02-05 02:11:18,1,0,177,842,1,0,0,0,1,1
3264,2014-05-20 12:04:53,2014-05-21 12:04:53,0,0,401,2897,1,0,0,0,1,0
3265,2013-09-03 12:27:43,2013-09-03 12:27:43,0,0,54,4118,1,0,0,0,1,0
3266,2014-01-25 07:02:01,,0,0,93,2723,1,0,0,0,1,0
3267,2014-05-29 18:50:07,2014-05-29 18:50:07,0,0,0,0,0,1,0,0,0,0
3268,2013-06-15 20:34:54,2013-06-15 20:34:54,0,0,0,0,0,0,0,1,0,0
3269,2012-09-03 01:03:55,2014-06-04 01:03:55,1,1,148,3269,0,0,0,0,1,3
3270,2014-03-17 06:18:44,2014-03-19 06:18:44,0,1,111,9010,1,0,0,0,1,0
3271,2013-04-01 03:55:35,,0,0,14,0,0,1,0,0,1,0
3272,2014-04-01 21:38:09,2014-04-21 21:38:09,0,0,170,2655,1,0,0,0,1,0
3273,2014-03-08 07:30:44,2014-06-03 07:30:44,0,0,24,0,0,0,0,1,1,0
3274,2014-04-21 10:35:30,2014-04-22 10:35:30,0,1,18,0,0,0,1,0,1,0
3275,2014-04-16 07:45:04,2014-04-19 07:45:04,0,0,34,5783,1,0,0,0,1,0
3276,2013-10-24 00:37:31,,0,0,183,9744,1,0,0,0,1,0
3277,2013-10-22 08:44:57,2013-10-25 08:44:57,0,0,89,11219,1,0,0,0,1,0
3278,2013-06-24 10:03:39,2013-06-24 10:03:39,0,0,398,11174,0,0,0,0,1,0
3279,2013-07-05 07:08:48,,0,0,387,0,0,1,0,0,1,0
3280,2014-05-18 12:28:52,2014-06-01 12:28:52,1,0,111,0,0,0,0,1,1,0
3281,2014-05-17 02:52:26,,0,0,0,0,0,1,0,0,0,0
3282,2013-01-28 11:11:19,,1,0,56,0,0,1,0,0,1,1
3283,2013-05-23 00:19:30,2013-05-23 00:19:30,0,0,6,0,0,0,0,1,1,0
3284,2014-01-30 23:50:07,2014-01-30 23:50:07,0,0,48,0,0,0,1,0,1,0
3285,2014-02-24 18:51:23,,1,1,2,4344,1,0,0,0,1,0
3286,2013-10-31 10:49:00,,0,0,66,0,0,1,0,0,1,0
3287,2013-11-03 01:19:15,2013-11-03 01:19:15,0,0,215,0,0,1,0,0,1,0
3288,2012-12-07 11:33:19,2012-12-08 11:33:19,0,0,22,0,0,0,1,0,1,1
3289,2012-09-22 21:47:56,,1,0,342,0,0,1,0,0,1,0
3290,2013-08-30 13:50:41,,0,0,326,0,0,1,0,0,1,0
3291,2014-03-31 12:23:19,2014-04-01 12:23:19,0,1,195,7567,1,0,0,0,1,0
3292,2013-09-23 21:45:19,2013-09-23 21:45:19,0,0,189,6701,1,0,0,0,1,0
3293,2014-05-04 23:40:27,2014-05-24 23:40:27,1,1,17,4533,1,0,0,0,1,0
3294,2012-07-06 00:04:30,2012-10-23 00:04:30,0,0,210,7600,1,0,0,0,1,3
3295,2013-03-14 02:01:21,2013-03-14 02:01:21,0,0,14,7825,1,0,0,0,1,1
3296,2013-04-21 04:37:09,,1,0,409,0,0,1,0,0,1,0
3297,2012-12-21 13:13:13,,0,0,40,0,0,0,1,0,1,1
3298,2012-09-13 16:32:05,,1,0,88,9480,0,0,0,0,1,3
3299,2014-02-16 20:34:25,,0,0,50,0,0,1,0,0,1,0
3300,2013-12-24 01:14:34,,0,0,18,5723,0,0,0,0,1,0
3301,2013-03-14 04:25:24,2013-03-14 04:25:24,0,0,386,0,0,0,1,0,1,0
3302,2013-06-27 08:30:22,2013-06-27 08:30:22,0,0,340,0,0,0,1,0,1,0
3303,2013-10-20 13:47:25,2013-10-22 13:47:25,0,0,114,675,1,0,0,0,1,0
3304,2013-02-02 16:46:33,,1,0,11,8726,1,0,0,0,1,0
3305,2012-09-07 14:54:00,,0,0,368,2734,1,0,0,0,1,2
3306,2013-08-03 09:55:34,2013-08-03 09:55:34,1,0,0,0,0,1,0,0,0,0
